,name,sex,phone,email,address,vip
1545,Suzie Rohaise,Female,18968516292,19307110045@fudan.edu.cn,"332 Ramisa Lane, Tokyo",1
1546,Sunari Katie-Taylor,Male,18986485321,19307110046@fudan.edu.cn,"673 Raneem Road, Buenos Aires",1
1547,Taksh Aleenna,Female,18672621434,19307110047@fudan.edu.cn,"116 Ebian Road, Shanghai",0
1548,Meryl Josie-Leigh,Male,19120888933,19307110048@fudan.edu.cn,"773 Halo Avenue, Shanghai",0
1549,Alessio Lilibet,Female,18982405871,19307110049@fudan.edu.cn,"389 Ayra Road, Bangkok",0
1550,Oluwaseyifunmi Drurie,Male,13740586016,19307110050@fudan.edu.cn,"475 Farlan Avenue, Guangzhou",1
1551,Annan Dravin,Female,18943192916,19307110051@fudan.edu.cn,"97 Loick Avenue, Sao Paulo",1
1552,Mazhar Lacey-Lee,Female,18914783821,19307110052@fudan.edu.cn,"795 Omadi Lane, Seoul",0
1553,Occeanna-Lake Abby-Leigh,Male,18942352718,19307110053@fudan.edu.cn,"541 Serina Avenue, Buenos Aires",0
1554,Daisem Cadi-Li,Female,18937295961,19307110054@fudan.edu.cn,"279 Arya-L Lane, Sao Paulo",0
1555,Muen Rylie-James,Male,19135893120,19307110055@fudan.edu.cn,"633 Lewie Road, Delhi",0
1556,Rachel-Marie Binyamin,Male,18955270627,19307110056@fudan.edu.cn,"794 Harper Avenue, Bangkok",1
1557,You Chukwumenime,Male,19145470729,19307110057@fudan.edu.cn,"54 Ethan- Avenue, Sao Paulo",1
1558,Attilio Nkosinathi,Male,18930291334,19307110058@fudan.edu.cn,"839 Azizah Lane, Guangzhou",0
1559,Jolie Rinoa,Male,13782274248,19307110059@fudan.edu.cn,"442 Keyyan Lane, Beijing",1
1560,Janie Alesia,Female,19156074627,19307110060@fudan.edu.cn,"167 Dayn Avenue, Paris",1
1561,Gabrielle-Leeanne Delsie,Female,18994234104,19307110061@fudan.edu.cn,"673 Otis Avenue, Shanghai",1
1562,Makaya Amelia-Anne,Male,15836118793,19307110062@fudan.edu.cn,"188 Penni Avenue, Seoul",1
1563,Adeena Kavannah,Male,13749050026,19307110063@fudan.edu.cn,"154 Makayl Lane, Sao Paulo",0
1564,Spiros Emilius,Male,18614702285,19307110064@fudan.edu.cn,"817 Caitly Lane, London",0
1565,Tulisha Taeju,Male,19119662790,19307110065@fudan.edu.cn,"507 Demis Street, Delhi",0
1566,Adilyn Keegan-Riley,Female,19162078553,19307110066@fudan.edu.cn,"613 Huzayf Avenue, Los Angeles",0
1567,Teona Ludovica,Male,19187018048,19307110067@fudan.edu.cn,"75 Veersu Road, Hong Kong",0
1568,Carmin Thorbjorn,Male,18970289349,19307110068@fudan.edu.cn,"365 Subhan Road, Beijing",0
1569,Kass Lorelye,Female,15816351210,19307110069@fudan.edu.cn,"593 Reiah Street, Seoul",0
1570,Ibukunoluwa Ifeanyichukwu,Male,19112087572,19307110070@fudan.edu.cn,"497 Mallor Street, Buenos Aires",0
1571,Amelia-Rose Timothy,Male,13729031717,19307110071@fudan.edu.cn,"957 Phera Road, Paris",1
1572,Saivithreya Nivaan,Female,18655690346,19307110072@fudan.edu.cn,"893 Vari Avenue, Seoul",1
1573,Romee-Leigh Sibylle,Male,13724277207,19307110073@fudan.edu.cn,"657 Sora Lane, Paris",0
1574,Jeevun Horia,Female,15862545076,19307110074@fudan.edu.cn,"723 Sukman Lane, Shanghai",0
1575,Divyan Lucia-Amber,Female,18652298262,19307110075@fudan.edu.cn,"46 Garry Avenue, Guangzhou",1
1576,Kalise Resham,Male,19116761142,19307110076@fudan.edu.cn,"741 Rukyah Street, Bangkok",1
1577,Shaylah Billie-Anne,Male,19156543452,19307110077@fudan.edu.cn,"149 Vivian Avenue, Buenos Aires",0
1578,Chinonso Aoibhe,Female,13785838158,19307110078@fudan.edu.cn,"950 Shrith Street, Guangzhou",0
1579,Aimeeann Daoud,Male,18916745755,19307110079@fudan.edu.cn,"589 Danai Avenue, Seoul",1
1580,Emaili-Rose Gioia,Female,19164761994,19307110080@fudan.edu.cn,"978 Prospe Street, Sao Paulo",1
1581,Toumast Baboucarr,Male,18910375810,19307110081@fudan.edu.cn,"996 Rosali Avenue, Buenos Aires",1
1582,Samveer Binar,Female,18934447490,19307110082@fudan.edu.cn,"784 Lilyma Street, Bangkok",0
1583,Taylor-Jon Aditya,Male,13724362162,19307110083@fudan.edu.cn,"338 Addaly Lane, Manila",0
1584,Wisara Chloe-Grace,Female,13739291888,19307110084@fudan.edu.cn,"733 Genesa Avenue, Shanghai",1
1585,Yaser Aiya,Male,13761952705,19307110085@fudan.edu.cn,"987 Reena Lane, London",0
1586,Ireoluwadebami Bryce,Female,13720208310,19307110086@fudan.edu.cn,"779 Kufre Avenue, Shanghai",0
1587,Tulaya Taytum,Female,13799704816,19307110087@fudan.edu.cn,"275 Aadith Lane, Beijing",0
1588,Aliza-Noor Berfin,Male,19130149868,19307110088@fudan.edu.cn,"643 Kinga Lane, Paris",1
1589,Dakshdeep Rozie,Female,15887373536,19307110089@fudan.edu.cn,"117 Lukas- Street, Madrid",1
1590,Tyga Erika,Male,13795912173,19307110090@fudan.edu.cn,"593 Jamin Lane, Bangkok",0
1591,Luleya Tamer,Female,18660705585,19307110091@fudan.edu.cn,"79 Rfal Avenue, Buenos Aires",1
1592,Luo Cailen,Male,15859658566,19307110092@fudan.edu.cn,"761 Shamim Street, Sao Paulo",0
1593,Raih Frayja,Male,19179149122,19307110093@fudan.edu.cn,"839 Ixacc Lane, Paris",0
1594,Carrie-Anne Liyanna,Female,13757971719,19307110094@fudan.edu.cn,"1 Aleea Lane, Hong Kong",1
1595,Kai-Len Shivanya,Male,15866349935,19307110095@fudan.edu.cn,"14 Codey Lane, Shanghai",0
1596,Iziengbe Ananeya,Female,18994316657,19307110096@fudan.edu.cn,"109 Kainen Road, Beijing",0
1597,Samayyah Jagmohan,Female,15873664179,19307110097@fudan.edu.cn,"995 Ptolem Lane, Tokyo",0
1598,Elah Osaruse,Male,19174796159,19307110098@fudan.edu.cn,"523 Eathan Street, Delhi",0
1599,Darpan Kudzaishe,Male,15828526239,19307110099@fudan.edu.cn,"70 Casey- Avenue, Guangzhou",0
1600,Muadh Nevaeh-Leigh,Female,18925863460,19307110100@fudan.edu.cn,"487 Assia Road, Manila",0
1601,Grady Natassia,Male,19148060123,19307110101@fudan.edu.cn,"880 Elci Road, Hong Kong",1
1602,Hayley-Rose Tillie,Female,18963435770,19307110102@fudan.edu.cn,"896 Svanik Lane, Bangkok",1
1603,Laila-Jayne Xihan,Female,15861763314,19307110103@fudan.edu.cn,"639 Ronin Lane, Hong Kong",0
1604,Sophia-Mae Rayfe,Male,13794315299,19307110104@fudan.edu.cn,"728 Jaycey Avenue, Shanghai",1
1605,Keltie Edlin,None,19131506326,19307110105@fudan.edu.cn,"173 Conlyn Avenue, Manila",1
1606,Ryland Tharvin,Male,15828522792,19307110106@fudan.edu.cn,"168 Shyloh Lane, Seoul",1
1607,Sylvester Bettye,Male,18986929411,19307110107@fudan.edu.cn,"804 Marghi Road, Los Angeles",0
1608,Johvan Tommaso,Female,18626213718,19307110108@fudan.edu.cn,"477 Maahi Avenue, Bangkok",0
1609,Mbete Raffat,Male,18695602080,19307110109@fudan.edu.cn,"242 Patris Road, Delhi",0
1610,Coreigh Karlii,Male,18997931769,19307110110@fudan.edu.cn,"705 Qasima Lane, Beijing",1
1611,Jaiden-Lei Aua,Female,13766138287,19307110111@fudan.edu.cn,"819 Ziva-N Lane, Hong Kong",0
1612,Kaspian Oluwafifehanmi,Male,18963963471,19307110112@fudan.edu.cn,"237 Tj Street, Beijing",0
1613,Jacek Robi,Female,18633544044,19307110113@fudan.edu.cn,"423 Aida Lane, Sao Paulo",0
1614,Lilly-K Fara,Female,19167404645,19307110114@fudan.edu.cn,"504 Dea Street, Buenos Aires",0
1615,Bethany-Jane Sarwar,Male,19167730701,19307110115@fudan.edu.cn,"627 Ayesha Street, Beijing",0
1616,Thejashvini Xi,Female,18984982026,19307110116@fudan.edu.cn,"283 Akikaz Road, Tokyo",1
1617,Gilbert Aadhya,Male,15842487322,19307110117@fudan.edu.cn,"265 Ryann Street, Bangkok",1
1618,Airdrie Chloe-Belle,Male,18612258693,19307110118@fudan.edu.cn,"448 Keerit Avenue, Madrid",0
1619,Shashwat Harmanjot,Female,15863884325,19307110119@fudan.edu.cn,"574 Avnoor Lane, Delhi",0
1620,Rroshi Tiarra,None,15878205738,19307110120@fudan.edu.cn,"678 Miya-J Avenue, Buenos Aires",1
1621,Nivaan Taqwa,Female,19141313059,19307110121@fudan.edu.cn,"796 Lunah- Street, Hong Kong",1
1622,Nabil Reva,Male,13756388308,19307110122@fudan.edu.cn,"459 Ayomi Road, Tokyo",1
1623,Ellarose Vincenzo,Male,18620773751,19307110123@fudan.edu.cn,"198 Creed Lane, Delhi",0
1624,Allan-John Lutton,Female,15814049952,19307110124@fudan.edu.cn,"129 Ellie- Lane, Delhi",1
1625,Jonas-John Kaesie-Lee,Male,19193353506,19307110125@fudan.edu.cn,"119 Aleksa Lane, Guangzhou",1
1626,Jovanna Riahanna,Female,18925722397,19307110126@fudan.edu.cn,"898 Olivia Road, Manila",1
1627,Loden Vihan,Female,18697381499,19307110127@fudan.edu.cn,"19 Nourha Street, Madrid",1
1628,Nusayba Ceana,Male,18613626624,19307110128@fudan.edu.cn,"834 Aleesh Road, Beijing",0
1629,Kamy Senan,Female,13761208832,19307110129@fudan.edu.cn,"759 Orry Avenue, Hong Kong",1
1630,Jaime Teodors,Male,18940617756,19307110130@fudan.edu.cn,"26 Kaleb- Street, Los Angeles",0
1631,Kyran-Lee Maliah-May,Female,15896483597,19307110131@fudan.edu.cn,"576 Aidey Road, Buenos Aires",0
1632,Teyang Niella,Male,18625087329,19307110132@fudan.edu.cn,"615 Reg Road, Shanghai",1
1633,Jaison Tage,Female,15849588203,19307110133@fudan.edu.cn,"64 Yuhao Road, Seoul",0
1634,Elton Ruby-Iris,Male,18670442218,19307110134@fudan.edu.cn,"34 Anthi Street, Shanghai",1
1635,Oyinkansola Fakhr,Male,13724918126,19307110135@fudan.edu.cn,"57 Thomas Street, Los Angeles",0
1636,Kenzo Winter-Rose,Female,13726965935,19307110136@fudan.edu.cn,"265 Ondine Street, Madrid",1
1637,Summer-Rose Hazem,Male,13766053806,19307110137@fudan.edu.cn,"934 Niommi Street, Bangkok",0
1638,Penasio Milou,Female,15824240160,19307110138@fudan.edu.cn,"111 Anieze Lane, Shanghai",1
1639,Rafeef Viviana,Male,15832934853,19307110139@fudan.edu.cn,"737 Diara Lane, Shanghai",0
1640,Tristan-James Tsuktiren,None,18676352824,19307110140@fudan.edu.cn,"524 Gazi Road, Paris",1
1641,Suwan Kerlisa-May,Female,15863846773,19307110141@fudan.edu.cn,"913 Jacob- Lane, Sao Paulo",0
1642,Ehan Willow-Rayne,Female,18917771269,19307110142@fudan.edu.cn,"323 Mila Avenue, Bangkok",0
1643,Ayyub Alexis-Rayne,None,18669344894,19307110143@fudan.edu.cn,"755 Cayde Road, Seoul",1
1644,Kazia Hawra,Male,15818536532,19307110144@fudan.edu.cn,"869 Kairyn Street, Paris",1
1645,Mollee-Grace Mansi,Female,13728123216,19307110145@fudan.edu.cn,"499 Tayyib Lane, Tokyo",1
1646,Nimal Laila-Mae,Female,19150512329,19307110146@fudan.edu.cn,"175 Nejla Road, Sao Paulo",1
1647,Leyla-Louise Giavanna,Male,18952104476,19307110147@fudan.edu.cn,"446 Faariz Road, Hong Kong",0
1648,Ameed Ntale,Male,13736971192,19307110148@fudan.edu.cn,"289 Felici Lane, Bangkok",1
1649,Nusaibah Mattia,Male,19123742733,19307110149@fudan.edu.cn,"847 Hatem Avenue, Bangkok",1
1650,Aniv Smira,Male,18963752241,19307110150@fudan.edu.cn,"882 Nyla Street, Hong Kong",0
1651,Laibah Rares-Narcis,Male,15810179372,19307110151@fudan.edu.cn,"31 Abdur Avenue, Shanghai",0
1652,Kaisey-Leigh Rabi-Ul,Male,15867944582,19307110152@fudan.edu.cn,"503 Saffa Road, Tokyo",1
1653,Maximilien Sondos,Male,18989826204,19307110153@fudan.edu.cn,"72 Muntah Avenue, Guangzhou",1
1654,Gerven Niko,Male,18966477567,19307110154@fudan.edu.cn,"249 Lyev Street, Bangkok",1
1655,Srihari Zacc,Male,18689582163,19307110155@fudan.edu.cn,"880 Tanzan Road, Tokyo",0
1656,Al-Bar'aa Octavio,Female,18629639909,19307110156@fudan.edu.cn,"867 Runsha Road, Los Angeles",1
1657,Rhowyn Lexie-Louise,Male,15848467023,19307110157@fudan.edu.cn,"438 Conlon Road, Los Angeles",0
1658,Ansha Lenka,Female,18666107450,19307110158@fudan.edu.cn,"246 Leigh- Avenue, Sao Paulo",0
1659,India-Rachel Pedro,Male,15854950100,19307110159@fudan.edu.cn,"78 Lyirah Avenue, Buenos Aires",0
1660,Ashstro Divena,Female,15810320166,19307110160@fudan.edu.cn,"11 Oliwja Lane, Seoul",0
1661,Arourra Leri,Female,13798869967,19307110161@fudan.edu.cn,"397 Deivid Road, Tokyo",1
1662,Thompson Muntazir,Female,18944779424,19307110162@fudan.edu.cn,"401 Jennso Road, Seoul",0
1663,Masonthompson Taran,Male,18995764414,19307110163@fudan.edu.cn,"258 Arfan Street, London",1
1664,Jessica-Maria Zakiyah,Male,18981895909,19307110164@fudan.edu.cn,"120 Georgi Avenue, Sao Paulo",1
1665,Konlay Haddie,Female,18925750284,19307110165@fudan.edu.cn,"807 Um Avenue, Los Angeles",0
1666,Trey Kieeva,Female,13756882029,19307110166@fudan.edu.cn,"497 Mariko Road, Delhi",0
1667,Tommy-Hugh Dhanvanth,Male,13763661661,19307110167@fudan.edu.cn,"119 Mio Avenue, Paris",0
1668,Skylan Saifullah,Male,18630711662,19307110168@fudan.edu.cn,"463 Kdus Road, Madrid",1
1669,Aubai Kharis,Female,18691579917,19307110169@fudan.edu.cn,"826 Yannic Street, Shanghai",1
1670,Duru Rithika,Male,18990082963,19307110170@fudan.edu.cn,"902 Bane Street, Manila",1
1671,Katharine Teyana,Male,13739352905,19307110171@fudan.edu.cn,"282 Nikan Lane, Bangkok",1
1672,Demi-Louize Yanday,Male,13722840335,19307110172@fudan.edu.cn,"567 Xanthu Road, Sao Paulo",0
1673,Raegan Thayne,Male,15871435615,19307110173@fudan.edu.cn,"687 Leiyaa Street, Manila",1
1674,Rhenoa Nali,Female,13723547078,19307110174@fudan.edu.cn,"844 Kinda Lane, Buenos Aires",0
1675,Kaeden Alina-Mae,Female,18948630842,19307110175@fudan.edu.cn,"588 Abi-Ro Lane, London",1
1676,Ethan-Myles Xiuqi,Male,19113132136,19307110176@fudan.edu.cn,"403 Xaria Lane, Bangkok",1
1677,Aston-John Sheran,Male,15873919504,19307110177@fudan.edu.cn,"694 Ornela Street, Manila",1
1678,Asiyah Jiejing,Male,15872160452,19307110178@fudan.edu.cn,"175 Charli Road, Delhi",0
1679,Veiska Vayu,Male,19150715030,19307110179@fudan.edu.cn,"299 Remi-R Road, Paris",1
1680,Azealia Morrison,Male,15862708397,19307110180@fudan.edu.cn,"343 Aolait Road, Delhi",0
1681,Kaius Emmie-Anne,Male,18951537851,19307110181@fudan.edu.cn,"440 Ava-Vi Street, Sao Paulo",0
1682,Aamaal Thane,Female,19130709260,19307110182@fudan.edu.cn,"928 Emelin Avenue, London",0
1683,Kody-Leigh Ashvin,Female,18640548103,19307110183@fudan.edu.cn,"541 Kaif Lane, Manila",1
1684,Amiee-Lee Martins,Female,15843659542,19307110184@fudan.edu.cn,"105 Shahro Road, Shanghai",1
1685,Jessica-Jan Milann,Female,18981669195,19307110185@fudan.edu.cn,"833 Mia-Ha Street, Paris",0
1686,Makala Abiman,Female,18957886528,19307110186@fudan.edu.cn,"869 Emmi-G Road, Shanghai",1
1687,Levi-Jayee Harley-Junior,Female,15839789100,19307110187@fudan.edu.cn,"676 Immanu Road, Los Angeles",1
1688,Keallan Irdina,Male,19129747614,19307110188@fudan.edu.cn,"103 Kyler- Street, Paris",0
1689,Markfrancis Vincenzo,Female,15847294504,19307110189@fudan.edu.cn,"941 Abasi- Road, Paris",0
1690,Regie Aonann,Male,18977531141,19307110190@fudan.edu.cn,"822 Olamil Avenue, London",0
1691,Tarik Myelah,Male,19139438778,19307110191@fudan.edu.cn,"863 Jimeto Lane, Tokyo",1
1692,Gilda Arik,Female,18931830547,19307110192@fudan.edu.cn,"540 Shawni Lane, Shanghai",1
1693,Adorabelle Zaysha,Male,18971513216,19307110193@fudan.edu.cn,"936 Himans Lane, Manila",0
1694,Halia Holly-Madison,Male,19133107639,19307110194@fudan.edu.cn,"178 Accali Road, Beijing",1
1695,Aizen Asyia,Male,19122982330,19307110195@fudan.edu.cn,"350 Sadia Lane, Hong Kong",1
1696,Geuomata Eseoghene,Male,19171973710,19307110196@fudan.edu.cn,"132 Akhil Lane, Los Angeles",1
1697,Teegan-Amy Absalat,Female,13794808232,19307110197@fudan.edu.cn,"353 Samvee Avenue, London",1
1698,Buzby Edsger,Male,15865875657,19307110198@fudan.edu.cn,"97 Yeliz Avenue, Guangzhou",0
1699,Rebekah-Mae Zophia,Female,13784545949,19307110199@fudan.edu.cn,"250 Armana Avenue, Manila",1
1700,Abdulmohymen Katie-Elizabeth,Male,18662650592,19307110200@fudan.edu.cn,"88 Kyrren Lane, Tokyo",0
1701,Aleksandr Isatou,Male,19181275347,19307110201@fudan.edu.cn,"921 Zain Lane, Shanghai",1
1702,Malachai Oluwatimileyin,Female,19179933155,19307110202@fudan.edu.cn,"679 Malain Street, Paris",1
1703,Alaycia Biborka,Male,15876801520,19307110203@fudan.edu.cn,"181 Jo-Lei Road, Los Angeles",1
1704,Ryanlee Scott-James,Male,15812460683,19307110204@fudan.edu.cn,"517 Aynoor Road, Paris",1
1705,Lainee Iveigh,Female,15811621040,19307110205@fudan.edu.cn,"107 Lexii Street, Hong Kong",1
1706,Jessica-May Stefans,Male,13743720576,19307110206@fudan.edu.cn,"808 Mykie- Road, Seoul",1
1707,Grigor Bos,Female,18658640363,19307110207@fudan.edu.cn,"764 Mung Lane, Hong Kong",1
1708,Alanis Masie,Female,15823276856,19307110208@fudan.edu.cn,"359 Nehemi Avenue, Beijing",1
1709,Kostas Aaleeyah,Male,13716643067,19307110209@fudan.edu.cn,"731 Lente Street, Paris",1
1710,Alaa Jocie,Male,13775887551,19307110210@fudan.edu.cn,"969 Kassia Lane, Sao Paulo",0
1711,Pru Jason-Nathan,Male,19133668767,19307110211@fudan.edu.cn,"243 Reife Street, Seoul",1
1712,Piper Aleea,Female,15899729301,19307110212@fudan.edu.cn,"338 Dalila Road, Madrid",1
1713,Aileen Rumaysah,Male,18698435079,19307110213@fudan.edu.cn,"558 Quenti Avenue, Shanghai",1
1714,Vilte Ryia,Male,18964468828,19307110214@fudan.edu.cn,"84 Karie Road, Tokyo",0
1715,Lily-Elizabeth Kearney,Male,13789399990,19307110215@fudan.edu.cn,"527 Sara-K Lane, Los Angeles",0
1716,Eronmwon Mairi-Therese,Male,15814228371,19307110216@fudan.edu.cn,"421 Dilkir Road, Beijing",1
1717,Lennex Austeja,Female,13786349202,19307110217@fudan.edu.cn,"618 Aradha Street, Guangzhou",0
1718,Deonna Ajus,Female,15887884584,19307110218@fudan.edu.cn,"985 Monish Street, Paris",0
1719,Shaikh Milanya,Female,13756101070,19307110219@fudan.edu.cn,"644 Nasin Lane, Beijing",0
1720,Ipek Soffia,Female,15853256976,19307110220@fudan.edu.cn,"318 Ellin Road, Tokyo",0
1721,Abdurrahman Aysun,Male,18691306115,19307110221@fudan.edu.cn,"848 Ishya Street, Madrid",1
1722,Corr Tiano,Male,19118719284,19307110222@fudan.edu.cn,"785 Derbhl Avenue, Bangkok",1
1723,Jack-Thomas Mallie,Male,15824598476,19307110223@fudan.edu.cn,"738 Conayr Lane, Paris",1
1724,Wolf Elena-Marie,Male,15867707243,19307110224@fudan.edu.cn,"34 Roman- Street, Los Angeles",1
1725,Olaoluwa Onyedikachukwu,Female,19173042359,19307110225@fudan.edu.cn,"304 Jasmin Road, Bangkok",0
1726,Lcaro Krystina,Female,15890499356,19307110226@fudan.edu.cn,"219 Amber- Avenue, Hong Kong",0
1727,Murin Aaliyah-Jo,Female,13728604147,19307110227@fudan.edu.cn,"273 Aleana Lane, Madrid",0
1728,Janie Colt,Male,18994426925,19307110228@fudan.edu.cn,"596 Kairah Road, Sao Paulo",1
1729,Boglarka Taya,Male,19143968145,19307110229@fudan.edu.cn,"357 Aimen Lane, Paris",0
1730,Khayla-May Raiya,Female,19145817662,19307110230@fudan.edu.cn,"950 Eimear Lane, Shanghai",1
1731,Charlin Damon-Lee,Female,18960665462,19307110231@fudan.edu.cn,"970 Cailli Lane, London",0
1732,Jamillia Bruk,Male,19161890040,19307110232@fudan.edu.cn,"549 Maura Lane, Seoul",0
1733,Maximillian Ludwig,Male,15846990519,19307110233@fudan.edu.cn,"967 Mccall Street, Beijing",0
1734,Ifechukwude Zak,Male,19128034983,19307110234@fudan.edu.cn,"377 Taibah Street, Tokyo",1
1735,Kaytlin Andhrianos,Male,13769175982,19307110235@fudan.edu.cn,"841 Keegan Lane, Tokyo",0
1736,Dilane Aedyn,Male,18910556826,19307110236@fudan.edu.cn,"554 Jaden Road, Manila",0
1737,Jai Caira,Male,19157903642,19307110237@fudan.edu.cn,"632 Rizwan Road, Beijing",1
1738,Kareh Yagin,Female,18937840063,19307110238@fudan.edu.cn,"864 Demi-J Road, Buenos Aires",0
1739,Brienne Dimitra,Female,18664378612,19307110239@fudan.edu.cn,"29 Oroghe Road, Bangkok",1
1740,Layora Nikkayla,Male,15893225408,19307110240@fudan.edu.cn,"814 Jodie- Lane, Los Angeles",1
1741,Junu Linus,Female,18929797787,19307110241@fudan.edu.cn,"876 Lani Avenue, Guangzhou",1
1742,Bartholomew Maxy,Female,18695632680,19307110242@fudan.edu.cn,"60 Adrees Lane, London",0
1743,Jhae Jessicah-Leigh,Male,13768267221,19307110243@fudan.edu.cn,"372 Kory-L Avenue, Paris",1
1744,Legend Deaon,Female,18613969640,19307110244@fudan.edu.cn,"457 Batul Avenue, Paris",1
1745,Eneko Harriett,Male,18978365227,19307110245@fudan.edu.cn,"417 Brando Lane, Seoul",1
1746,Braiden Alabama,None,19149446614,19307110246@fudan.edu.cn,"797 Obim Street, Manila",0
1747,Ellie-Jade Kasidy,Female,19178754501,19307110247@fudan.edu.cn,"363 Altan Road, Tokyo",0
1748,Azar Prabhjot,Female,19186773449,19307110248@fudan.edu.cn,"480 Rhille Road, Sao Paulo",0
1749,Meina Selita,Male,18986491834,19307110249@fudan.edu.cn,"960 Saeeda Road, Madrid",0
1750,Mary-Grace Ovie,Male,19137228949,19307110250@fudan.edu.cn,"355 Saszha Road, Paris",0
1751,Cole-Jackson Harmoni-Helen,Male,13785487688,19307110251@fudan.edu.cn,"556 Janek Road, Buenos Aires",1
1752,Cobi Codyn,Female,18637267999,19307110252@fudan.edu.cn,"434 Harley Avenue, Paris",0
1753,Kaycey Kennan,Female,19192296813,19307110253@fudan.edu.cn,"720 Maja-A Road, Los Angeles",0
1754,Brooke-Marie Zareesh,Male,15860805360,19307110254@fudan.edu.cn,"218 Kian Road, Madrid",0
1755,Arnold Lewis-James,Female,19161853880,19307110255@fudan.edu.cn,"818 Ashtin Lane, Bangkok",1
1756,Wyatt Rocco-Ray,Female,13788274559,19307110256@fudan.edu.cn,"702 Giorgi Lane, Paris",1
1757,Kassidi Mudasir,Female,13720043890,19307110257@fudan.edu.cn,"697 Orienn Road, Guangzhou",0
1758,Bensu Wayne,Female,18610410552,19307110258@fudan.edu.cn,"887 Braigh Lane, Madrid",0
1759,Olof Tamaia,Male,18682106745,19307110259@fudan.edu.cn,"746 Roha Lane, Guangzhou",0
1760,Leni Issouf,Male,13740113243,19307110260@fudan.edu.cn,"912 Tyme Avenue, Tokyo",1
1761,Nienna Teddy-James,None,18671112090,19307110261@fudan.edu.cn,"574 Alisia Avenue, Sao Paulo",1
1762,Khodie Aanaya,Female,13735232072,19307110262@fudan.edu.cn,"423 Shaani Road, Los Angeles",0
1763,Sana Vienna,Male,19194748321,19307110263@fudan.edu.cn,"825 Mohid Lane, Beijing",0
1764,Marcellas Jaymie-Ann,None,18678942278,19307110264@fudan.edu.cn,"345 Thamid Lane, Delhi",0
1765,Mya-Rose Ramis,Female,13731948342,19307110265@fudan.edu.cn,"329 Rohan Lane, Beijing",0
1766,Raquel Jhodi,Female,13722926722,19307110266@fudan.edu.cn,"996 Rannon Street, London",0
1767,Eliotte Annaleigh-Rose,Female,18635515330,19307110267@fudan.edu.cn,"917 Decemb Lane, Seoul",0
1768,Oluwatofunmi Eulalie,Female,13723016005,19307110268@fudan.edu.cn,"824 Declya Street, London",0
1769,Gracyn Skhyler,Male,15864586600,19307110269@fudan.edu.cn,"528 Zaima Street, Sao Paulo",1
1770,Mridini Elaenna,Male,13756065558,19307110270@fudan.edu.cn,"672 Prince Road, Hong Kong",0
1771,Esben Kalisse,Male,13735933394,19307110271@fudan.edu.cn,"828 Connal Lane, Manila",0
1772,Christin Layah,Male,18911444764,19307110272@fudan.edu.cn,"748 Khusvi Avenue, Hong Kong",1
