,username,name,sex,phone,email,address,vip
1066,EdisonC1,Edison Misha,Male,18924104515,18300180066@fudan.edu.cn,"Mbuzeo Lane, Madrid",0
1067,Mirellvi,Mirell Maxence,Male,15835351869,18300180067@fudan.edu.cn,"Romani Street, Seoul",0
1068,MinaEq,Mina Chanakya,Male,18998915108,18300180068@fudan.edu.cn,"Bodie Street, Buenos Aires",1
1069,EyuelRs,Eyuel Torez,Male,18942286022,18300180069@fudan.edu.cn,"Leath Lane, Beijing",0
1070,KobaindZ,Kobain Maila,Male,13754307691,18300180070@fudan.edu.cn,"Jessic Road, Sao Paulo",0
1071,HirenTr,Hiren Eneye,Male,15812055241,18300180071@fudan.edu.cn,"Emilie Avenue, Seoul",0
1072,Daegyn9r,Daegyn Rayjay,Male,18653131226,18300180072@fudan.edu.cn,"Raif Avenue, Tokyo",0
1073,HollyXD,Holly Karleize,Female,15896141211,18300180073@fudan.edu.cn,"Paigee Street, Shanghai",1
1074,GoodnesseJ,Goodness Zariah,Male,18647271451,18300180074@fudan.edu.cn,"Zayden Road, Buenos Aires",1
1075,CardenCz,Carden Tommie-Grant,Male,15831054180,18300180075@fudan.edu.cn,"Amad Road, Manila",0
1076,AksharsK,Akshar Xanthia,Female,19137989412,18300180076@fudan.edu.cn,"Jorgin Avenue, Guangzhou",0
1077,KeirsonU2,Keirson Shahabuddin,Female,18683376408,18300180077@fudan.edu.cn,"Eildon Avenue, Buenos Aires",1
1078,TorinIc,Torin Kavah,Female,19197662877,18300180078@fudan.edu.cn,"Robyn- Lane, Hong Kong",0
1079,Bogna3f,Bogna Prayer,Male,13790996412,18300180079@fudan.edu.cn,"Soleil Street, Bangkok",1
1080,Gianna-LeighY7,Gianna-Leigh Adarsh,Female,18625618312,18300180080@fudan.edu.cn,"Kiyaar Avenue, Tokyo",0
1081,EimearK7,Eimear Rhylin,Female,13780266200,18300180081@fudan.edu.cn,"Finlei Avenue, Manila",0
1082,Rosa-Bellacl,Rosa-Bella Aubree-Belle,Female,15889021998,18300180082@fudan.edu.cn,"Kensie Street, Buenos Aires",1
1083,SimigF,Simi Obafifehanmi,Female,13710430751,18300180083@fudan.edu.cn,"Arrond Road, London",1
1084,SerafinaSd,Serafina Artur,Male,19145006366,18300180084@fudan.edu.cn,"Hadria Avenue, Beijing",0
1085,ParineetVA,Parineet Zaiyden,Male,13741119617,18300180085@fudan.edu.cn,"Aramin Lane, Manila",1
1086,CharleyH6,Charley Keira-Lee,Male,18680690920,18300180086@fudan.edu.cn,"Chibur Avenue, Madrid",0
1087,Rachel-MaryKj,Rachel-Mary Zac-James,Female,18632586644,18300180087@fudan.edu.cn,"Saavi Road, Manila",0
1088,Zaroon7Y,Zaroon Kaiwei,Male,19138061437,18300180088@fudan.edu.cn,"Terry- Road, Tokyo",0
1089,Lillie-Maiwk,Lillie-Mai Noell,Female,18962300645,18300180089@fudan.edu.cn,"Aliyu Avenue, Manila",0
1090,AlhajijA,Alhaji Nitya,Male,18990001907,18300180090@fudan.edu.cn,"Souhuy Avenue, Seoul",1
1091,AdoneRR,Adone Daha,Male,18648186780,18300180091@fudan.edu.cn,"Kallye Avenue, Paris",1
1092,Mahroushss,Mahroush Jessica-Jayne,Male,18947382043,18300180092@fudan.edu.cn,"Pranav Street, Manila",1
1093,MeerumzL,Meerum Samone,Female,15859960503,18300180093@fudan.edu.cn,"Kenzie Road, Seoul",0
1094,AivenCX,Aiven Rumbidzai,Male,18674082830,18300180094@fudan.edu.cn,"Aubrie Road, Tokyo",0
1095,WantaneeRh,Wantanee Darpan,Female,19126858550,18300180095@fudan.edu.cn,"Coen-K Street, Bangkok",0
1096,TalineWt,Taline Nerissa,Female,19124402062,18300180096@fudan.edu.cn,"Sakina Road, Paris",1
1097,Finty2Y,Finty Lori-Lee,Male,18969059822,18300180097@fudan.edu.cn,"Leitha Avenue, London",0
1098,SahalabJ,Sahala Maecie,None,13720313000,18300180098@fudan.edu.cn,"Adrian Avenue, Beijing",0
1099,SibakheleqA,Sibakhele Aiden-Lee,Female,18991021739,18300180099@fudan.edu.cn,"Oluwam Street, Madrid",1
1100,MoawiaZN,Moawia Sirah,Female,18635511360,18300180100@fudan.edu.cn,"Msizi Avenue, Seoul",1
1101,IziebellaEq,Iziebella Cihan-Kayden,Male,18669442090,18300180101@fudan.edu.cn,"Aaron Lane, London",0
1102,UkashahVV,Ukashah Kumari,Male,19178326615,18300180102@fudan.edu.cn,"Ritik Avenue, Madrid",1
1103,Casey-Mae8r,Casey-Mae Fern,Female,15827785757,18300180103@fudan.edu.cn,"Strone Lane, Guangzhou",0
1104,October-LillyEj,October-Lilly Qaria,Male,18986790223,18300180104@fudan.edu.cn,"Kerija Avenue, Paris",0
1105,Azra0E,Azra Lexci-Louise,Male,18957693049,18300180105@fudan.edu.cn,"Nika Street, London",1
1106,Camrynn9Z,Camrynn Maisie-Ella,Female,18683985062,18300180106@fudan.edu.cn,"Odunam Lane, Beijing",0
1107,KiahrapB,Kiahra Kerren,Female,15896909215,18300180107@fudan.edu.cn,"Musamm Road, Bangkok",0
1108,ShantelTV,Shantel Samarpreet,Male,13787036918,18300180108@fudan.edu.cn,"Tiayn Lane, Tokyo",0
1109,AliyahLW,Aliyah Alexander-Michael,Female,18973573749,18300180109@fudan.edu.cn,"Ioan Lane, Buenos Aires",0
1110,Enrikaiq,Enrika Emmie-Louise,Male,19130672867,18300180110@fudan.edu.cn,"Demetr Lane, London",1
1111,Ki-GavinaL,Ki-Gavin Cathal,Male,15894802016,18300180111@fudan.edu.cn,"Maiyar Avenue, Bangkok",0
1112,LaowySS,Laowy Indi-Sophia,Female,18688647621,18300180112@fudan.edu.cn,"Nevahm Avenue, Beijing",0
1113,AmaimoP,Amaim Sheenaz,Female,18691808370,18300180113@fudan.edu.cn,"Oluwat Road, Manila",0
1114,Noor-Fatimah4R,Noor-Fatimah Ruby-Grace,Male,13714017360,18300180114@fudan.edu.cn,"Karthi Street, Beijing",0
1115,AadhanTP,Aadhan Slaine,Male,13720615282,18300180115@fudan.edu.cn,"Lochly Avenue, Sao Paulo",1
1116,Hayley-RosewK,Hayley-Rose Julio,Male,13788774623,18300180116@fudan.edu.cn,"Lamees Avenue, Madrid",1
1117,Layla-GracegW,Layla-Grace Aibreann,Female,15861887596,18300180117@fudan.edu.cn,"Kuba Lane, Bangkok",0
1118,HimakshYE,Himaksh Mia-Olivia,Female,18660255878,18300180118@fudan.edu.cn,"Nasir Avenue, Paris",1
1119,MoriyikeUP,Moriyike Bavjot,Male,19143030893,18300180119@fudan.edu.cn,"Aniko Road, Manila",1
1120,Kierin5T,Kierin Leighton,Male,19188843425,18300180120@fudan.edu.cn,"Kaylam Avenue, Manila",0
1121,FaresjE,Fares Oliva,Female,15898626168,18300180121@fudan.edu.cn,"Locran Lane, Los Angeles",1
1122,Taylor-Mayh0,Taylor-May Ethan,Female,18985990595,18300180122@fudan.edu.cn,"Kainat Street, Shanghai",1
1123,Malathth,Malath Hosannah,Male,19168899078,18300180123@fudan.edu.cn,"Carl-J Road, Seoul",1
1124,RebekaN7,Rebeka Asira,Female,18615180503,18300180124@fudan.edu.cn,"Marlii Avenue, Paris",0
1125,DevlanFu,Devlan Harjia,Female,18690170017,18300180125@fudan.edu.cn,"Shinie Road, Tokyo",0
1126,Parniair,Parnia Muizz,Male,18990220767,18300180126@fudan.edu.cn,"Ailie- Road, London",1
1127,NikhitOM,Nikhit Tenesha,Male,13730084236,18300180127@fudan.edu.cn,"Tamayi Road, Tokyo",0
1128,EoinAB,Eoin Andra,None,18623856644,18300180128@fudan.edu.cn,"Kara-A Lane, Guangzhou",0
1129,Arabelad1,Arabela Rarri-Wynter,Female,18961020537,18300180129@fudan.edu.cn,"Jinan Avenue, Manila",0
1130,Tundenz,Tunde Lochlan-James,Female,18646740374,18300180130@fudan.edu.cn,"Hajraa Lane, Beijing",1
1131,MeusaidhJW,Meusaidh Karsson,Male,13716578243,18300180131@fudan.edu.cn,"Harvee Lane, Delhi",1
1132,Millieroses6,Millierose Taydon,Female,13730581876,18300180132@fudan.edu.cn,"James- Road, Manila",1
1133,BreanainnEk,Breanainn Arunjot,Male,13751935638,18300180133@fudan.edu.cn,"Sheeth Lane, Guangzhou",0
1134,KamaluW,Kamal Katelyne,Female,18699952787,18300180134@fudan.edu.cn,"Frayia Lane, Delhi",1
1135,ShiniecenW,Shiniece Pu,Female,19141792881,18300180135@fudan.edu.cn,"Dior Street, Guangzhou",0
1136,JeyshanthanYN,Jeyshanthan Topher,Female,13725368551,18300180136@fudan.edu.cn,"Rayes Street, Hong Kong",0
1137,AdhvikZz,Adhvik Bella,Female,15840378867,18300180137@fudan.edu.cn,"Mullen Avenue, Manila",0
1138,Cindyuz,Cindy Nesia,Female,13737855864,18300180138@fudan.edu.cn,"Bodhi Lane, Guangzhou",0
1139,PremanjaliYD,Premanjali Ava-Lisa,Female,15833632004,18300180139@fudan.edu.cn,"Ohian Street, Sao Paulo",0
1140,Meryamas,Meryam Semiljano,Male,13710296971,18300180140@fudan.edu.cn,"Lilli- Road, Los Angeles",1
1141,Jay-KailynJV,Jay-Kailyn Finlay,Female,18647705947,18300180141@fudan.edu.cn,"Aswana Street, Shanghai",1
1142,ZehnFM,Zehn Kinslea,Male,18645405140,18300180142@fudan.edu.cn,"Arron- Street, Madrid",1
1143,Muneero4,Muneer Kiraz,Male,18679114785,18300180143@fudan.edu.cn,"Arabel Road, Beijing",0
1144,LiulinBc,Liulin Tealoh,Male,15835367106,18300180144@fudan.edu.cn,"Derby Street, Los Angeles",1
1145,Zejd31,Zejd Kimi,Male,19130724033,18300180145@fudan.edu.cn,"Andriu Lane, Buenos Aires",1
1146,BreeannehP,Breeanne Alhussin,Male,18990132127,18300180146@fudan.edu.cn,"Filipp Avenue, Bangkok",0
1147,LovelleSY,Lovelle Adanna,Male,18620456953,18300180147@fudan.edu.cn,"Chibur Road, Delhi",1
1148,SehajpreetG7,Sehajpreet Arly,Female,13781597257,18300180148@fudan.edu.cn,"Stefan Avenue, Guangzhou",1
1149,ShonaghCd,Shonagh Kamsiriochi,Female,13741827083,18300180149@fudan.edu.cn,"Sheree Road, Bangkok",1
1150,SanviW4,Sanvi Tehilla,Male,13748473655,18300180150@fudan.edu.cn,"Claude Avenue, Hong Kong",0
1151,Steph0T,Steph Dahlia-Mai,Female,15836119064,18300180151@fudan.edu.cn,"Oriol Street, Delhi",1
1152,Radynzp,Radyn Chiyoko,Female,19128533483,18300180152@fudan.edu.cn,"Keifer Avenue, Manila",1
1153,Sionedk0,Sioned Sameeha,Female,19196626795,18300180153@fudan.edu.cn,"Estrel Lane, Madrid",1
1154,LeonytW,Leony Celia,Male,15831359484,18300180154@fudan.edu.cn,"Muhsin Avenue, Tokyo",1
1155,OluwafifehanmiHn,Oluwafifehanmi Keavah,Male,13713244511,18300180155@fudan.edu.cn,"Romi-G Avenue, Madrid",1
1156,Haedynzc,Haedyn Jean-Pierre,Male,19165531524,18300180156@fudan.edu.cn,"Layla- Avenue, Manila",1
1157,Maimouna8p,Maimouna Murron,Male,18650074139,18300180157@fudan.edu.cn,"Rsamen Street, Tokyo",1
1158,AbielWn,Abiel Eabha-Grace,Female,15899764479,18300180158@fudan.edu.cn,"Jaquso Road, Guangzhou",0
1159,NivirahUG,Nivirah Kadi-Jae,Male,15824906581,18300180159@fudan.edu.cn,"Ivara Lane, Buenos Aires",1
1160,Broux7N,Broux Weronika,Female,19110339483,18300180160@fudan.edu.cn,"Fazil Avenue, Hong Kong",0
1161,Lisettesx,Lisette Emmiee-Mai,Male,19193237588,18300180161@fudan.edu.cn,"Shidaa Street, Manila",1
1162,DavinaCP,Davina Lyllie,Male,18935055573,18300180162@fudan.edu.cn,"Kamile Street, Seoul",1
1163,KaybenEH,Kayben Marwan,Male,18656221624,18300180163@fudan.edu.cn,"Shabee Street, Bangkok",1
1164,LucianneEM,Lucianne Hooria,Female,13794387971,18300180164@fudan.edu.cn,"Ethan- Street, Guangzhou",1
1165,MohsinKp,Mohsin Riann,Male,18656710252,18300180165@fudan.edu.cn,"Sukhro Avenue, Buenos Aires",0
1166,BecalimV,Becali Mylo,Female,13728456434,18300180166@fudan.edu.cn,"Patien Lane, Guangzhou",0
1167,Laythanm1,Laythan Lelah,Male,18620151391,18300180167@fudan.edu.cn,"Ebn Lane, Bangkok",0
1168,TanishiHT,Tanishi Drishty,Female,13775265568,18300180168@fudan.edu.cn,"Kritik Road, Buenos Aires",1
1169,QuintonqH,Quinton Ombeline,Male,15890473297,18300180169@fudan.edu.cn,"Mattis Road, Beijing",1
1170,Justisl1,Justis Elisabet,Male,18948956658,18300180170@fudan.edu.cn,"Breeah Lane, Guangzhou",0
1171,DimitrilT,Dimitri Evander,Male,18922470967,18300180171@fudan.edu.cn,"Idara- Road, Tokyo",1
1172,AlexandroCW,Alexandro Ilbey,Female,18964808833,18300180172@fudan.edu.cn,"Kynadi Street, Beijing",1
1173,KolbenGJ,Kolben Trihaan,Male,19127239918,18300180173@fudan.edu.cn,"My-Ah Avenue, Seoul",1
1174,AmbraU1,Ambra Markella,None,18620493548,18300180174@fudan.edu.cn,"Affan Street, Hong Kong",1
1175,AyanshQT,Ayansh Kyro,Female,13760807279,18300180175@fudan.edu.cn,"Davina Lane, Delhi",1
1176,Kaycie-Leigh7l,Kaycie-Leigh Akinleye,Female,13722895728,18300180176@fudan.edu.cn,"Zaha Street, Los Angeles",0
1177,LibbiSx,Libbi Enoh,Male,18952135640,18300180177@fudan.edu.cn,"Corale Lane, Seoul",0
1178,MelliehaXT,Mellieha Fynn,Female,19120649094,18300180178@fudan.edu.cn,"Adora- Lane, Hong Kong",1
1179,PippiZz,Pippi Neisha,Male,13767829277,18300180179@fudan.edu.cn,"Abbyan Street, Seoul",0
1180,ViolekX,Viole Aniello,Male,15825954490,18300180180@fudan.edu.cn,"Lawson Street, Manila",1
1181,HuckJR,Huck Yu-Chen,Female,18656150213,18300180181@fudan.edu.cn,"Maimoo Avenue, Delhi",0
1182,AleksandarEi,Aleksandar Aida-May,Male,15819264582,18300180182@fudan.edu.cn,"Daphne Lane, Tokyo",1
1183,Katriel5f,Katriel Oluwakemi,Male,13766227195,18300180183@fudan.edu.cn,"Koah Street, Buenos Aires",1
1184,Wiam4Y,Wiam Mukti,Male,13733133930,18300180184@fudan.edu.cn,"Tyrus Street, Hong Kong",0
1185,Maksims-Renatsbi,Maksims-Renats Analise,Male,13739798174,18300180185@fudan.edu.cn,"Braegh Street, Los Angeles",1
1186,CaelubyC,Caelub Mia-Anne,Female,18631234461,18300180186@fudan.edu.cn,"Cydoni Avenue, Tokyo",0
1187,QiyuFD,Qiyu Amiira,Male,13789309802,18300180187@fudan.edu.cn,"Sobech Avenue, London",0
1188,AuroraCZ,Aurora Rowan,Female,18935667548,18300180188@fudan.edu.cn,"Rayana Street, Madrid",1
1189,Karis-Marie2S,Karis-Marie Sahala,Female,13734758768,18300180189@fudan.edu.cn,"Abdall Lane, Madrid",0
1190,Riley-JamesTd,Riley-James Numair,Male,15840220876,18300180190@fudan.edu.cn,"Ahlee- Street, Madrid",1
1191,LourencoKk,Lourenco Jaxson-Craig,Male,19129304527,18300180191@fudan.edu.cn,"Rafaie Road, Hong Kong",0
1192,Khriszw,Khris Samil,Female,18690516666,18300180192@fudan.edu.cn,"Vishwa Street, Hong Kong",1
1193,LilanyaBt,Lilanya Odarka,Female,13731832123,18300180193@fudan.edu.cn,"Ahrya Lane, Paris",0
1194,NiyahvY,Niyah Jiayao,Female,13775602171,18300180194@fudan.edu.cn,"Naba Road, Madrid",1
1195,EkamjhotNz,Ekamjhot John-Reilly,Male,15834104065,18300180195@fudan.edu.cn,"Rourie Lane, Madrid",1
1196,George-Thomasxt,George-Thomas Arly,Male,18996234977,18300180196@fudan.edu.cn,"Malek Lane, Tokyo",1
1197,Aria-SandiWe,Aria-Sandi Kaern,Male,18665886523,18300180197@fudan.edu.cn,"Morgan Avenue, Bangkok",1
1198,TalaMg,Tala Shilo,Female,19199894422,18300180198@fudan.edu.cn,"Claris Avenue, Delhi",1
1199,Elizabeth-JeanVw,Elizabeth-Jean Keisha,Female,15873893552,18300180199@fudan.edu.cn,"Brooke Avenue, Tokyo",0
1200,DarciaNU,Darcia Janely,Female,18923729735,18300180200@fudan.edu.cn,"Bryce Lane, Sao Paulo",0
1201,AledJQ,Aled Fayzan,Female,13755897411,18300180201@fudan.edu.cn,"Denbhi Avenue, Shanghai",1
1202,Tammibd,Tammi Kelsi,Female,18969840112,18300180202@fudan.edu.cn,"Oluwad Lane, Madrid",0
1203,Stephen-Jact4,Stephen-Jac Holly-Marie,Male,18620924728,18300180203@fudan.edu.cn,"Kiya-M Street, Beijing",1
1204,Barok9Q,Barok Kosisochukwu,Male,19144064296,18300180204@fudan.edu.cn,"Zhaoro Avenue, Madrid",0
1205,Yomnapq,Yomna Lhana,Female,18690628548,18300180205@fudan.edu.cn,"Sum-Ye Lane, Tokyo",1
1206,Ava-PoppynL,Ava-Poppy Jayme-Leigh,Male,15890837063,18300180206@fudan.edu.cn,"Alishb Street, Paris",1
1207,RutaMw,Ruta Fergal,Female,13728609529,18300180207@fudan.edu.cn,"Noriee Street, Shanghai",1
1208,Reigencb,Reigen Melanie,Male,18921453914,18300180208@fudan.edu.cn,"Jochem Road, Los Angeles",1
1209,Mankeeratiy,Mankeerat Goldie,None,13741416174,18300180209@fudan.edu.cn,"Aliaya Road, Hong Kong",0
1210,PrehaansY,Prehaan Sheyi,Female,18968985042,18300180210@fudan.edu.cn,"Eva-Ra Road, London",0
1211,Jeevithangh,Jeevithan Esrah,Male,18662679988,18300180211@fudan.edu.cn,"Aimeel Avenue, Los Angeles",1
1212,John-JackTi,John-Jack Michaelangelo,Female,13762918176,18300180212@fudan.edu.cn,"Jordan Avenue, Tokyo",0
1213,Ganiganf4,Ganigan Mumama,Male,18671659673,18300180213@fudan.edu.cn,"Hernan Lane, Sao Paulo",0
1214,Nancy-AlugaDl,Nancy-Aluga Shivansh,None,15868131759,18300180214@fudan.edu.cn,"Nhilah Street, Los Angeles",0
1215,Matvej23,Matvej Moirin,Female,19165670952,18300180215@fudan.edu.cn,"Edouar Road, London",0
1216,Romi-Leexu,Romi-Lee Amitis,Male,18623610823,18300180216@fudan.edu.cn,"Latifa Avenue, Buenos Aires",0
1217,Ellecia6K,Ellecia Zavier,Male,18692884297,18300180217@fudan.edu.cn,"Siena- Street, London",1
1218,Edissaop,Edissa Manolis,Male,18913068260,18300180218@fudan.edu.cn,"Jarrah Street, Hong Kong",1
1219,Faatima1W,Faatima Eva,Female,18627911027,18300180219@fudan.edu.cn,"Sonia Street, Bangkok",0
1220,HurazO,Hura Mahdy,Female,13760701047,18300180220@fudan.edu.cn,"Aleish Street, Paris",0
1221,Logan-JamesD9,Logan-James Fionnbharr,Female,18653489592,18300180221@fudan.edu.cn,"Gursha Street, Delhi",0
1222,EhrinnmC,Ehrinn Ohana,Female,18920087561,18300180222@fudan.edu.cn,"Jeeo Lane, London",1
1223,Stevie-JaneCv,Stevie-Jane Amber-Belle,Male,15865595711,18300180223@fudan.edu.cn,"Hansen Road, Tokyo",0
1224,Ewellyniq,Ewellyn Afi,None,18617227244,18300180224@fudan.edu.cn,"Orvin Avenue, Paris",0
1225,Aoibhinup,Aoibhin Aubre,Female,19192177589,18300180225@fudan.edu.cn,"Emire Avenue, Paris",0
1226,DuyguZX,Duygu Jenan,Female,19195243372,18300180226@fudan.edu.cn,"Penelo Street, Seoul",0
1227,LiamthomasTI,Liamthomas Saifur,Male,18994401034,18300180227@fudan.edu.cn,"Jamaal Road, Paris",1
1228,Alanah-Faith99,Alanah-Faith Sloane,Female,13765564122,18300180228@fudan.edu.cn,"Glebs Avenue, Seoul",1
1229,OlabayoOJ,Olabayo Beatrice-Stefania,Female,13715288271,18300180229@fudan.edu.cn,"Rania Avenue, Seoul",0
1230,Joshandeep5p,Joshandeep Ibtihal,Male,15838842872,18300180230@fudan.edu.cn,"Declan Street, Seoul",0
1231,Ruilin1E,Ruilin Bahar,Male,15811324205,18300180231@fudan.edu.cn,"Arulaa Lane, Hong Kong",0
1232,Kayleece1B,Kayleece Larisse,Female,18624657618,18300180232@fudan.edu.cn,"Jayden Avenue, Guangzhou",1
1233,Ahlemu5,Ahlem Kiea,Female,18662722827,18300180233@fudan.edu.cn,"Kieu Road, Delhi",0
1234,KialenJH,Kialen Youzarsif,Female,19111245138,18300180234@fudan.edu.cn,"Ila-Ra Road, Delhi",0
1235,ClintTj,Clint Kaleia,Male,15883883501,18300180235@fudan.edu.cn,"Lacie- Avenue, Bangkok",0
1236,RipleyDV,Ripley Ronetta,None,19141429805,18300180236@fudan.edu.cn,"Dharun Street, Tokyo",0
1237,NiyaXv,Niya Azeldien,Female,13725390523,18300180237@fudan.edu.cn,"Louis- Road, Los Angeles",0
1238,Jewel1j,Jewel Aarchie,Female,13790260653,18300180238@fudan.edu.cn,"Jaimi- Street, Bangkok",1
1239,Yanis-MarianYG,Yanis-Marian Sham,Female,18634964713,18300180239@fudan.edu.cn,"Lenny Avenue, Paris",1
1240,MaudeNh,Maude Lola-Mae,Female,13762804273,18300180240@fudan.edu.cn,"Saiful Street, Los Angeles",0
1241,RuthishafO,Ruthisha Fareiz,Male,13746459379,18300180241@fudan.edu.cn,"Kyra-M Avenue, Delhi",1
1242,Paz-Graciawc,Paz-Gracia Isah,Male,18641017450,18300180242@fudan.edu.cn,"Kayti Road, Madrid",0
1243,Myrrinbf,Myrrin Tamzin,Female,13779301432,18300180243@fudan.edu.cn,"Corey- Avenue, London",0
1244,Amir-DrissJh,Amir-Driss Aric,Female,13778394416,18300180244@fudan.edu.cn,"Cahlan Avenue, Hong Kong",1
1245,Pola34,Pola Tziona,Female,13738634324,18300180245@fudan.edu.cn,"Rinad Street, Manila",1
1246,MeridhabX,Meridha Annaya,Female,15834441442,18300180246@fudan.edu.cn,"Haseeb Street, Delhi",0
1247,SevakAf,Sevak Delaney,Male,18935063191,18300180247@fudan.edu.cn,"Jamie- Lane, Buenos Aires",0
1248,Evinnw5,Evinn Kendyl-Blair,Male,18910843083,18300180248@fudan.edu.cn,"Kyarra Road, Guangzhou",0
1249,Samuela6w,Samuela Kaspin,None,18939419040,18300180249@fudan.edu.cn,"Harris Street, Guangzhou",1
1250,NajlaaNM,Najlaa Amery,Female,15867548149,18300180250@fudan.edu.cn,"Casey- Street, Seoul",1
1251,Poppy-Elizabethym,Poppy-Elizabeth Massimiliano,Male,15851118584,18300180251@fudan.edu.cn,"Layah Avenue, Shanghai",0
1252,Chimuamandacf,Chimuamanda Hannah,Male,18640957412,18300180252@fudan.edu.cn,"Leonel Avenue, Paris",1
1253,MaximI,Maxi Michael-William,Male,18617604366,18300180253@fudan.edu.cn,"Drayto Road, Seoul",0
1254,UchechukwuC6,Uchechukwu Tehyah,Male,18957416647,18300180254@fudan.edu.cn,"Aaciya Road, Manila",1
1255,BaryalQX,Baryal Amiogho,Male,19120985952,18300180255@fudan.edu.cn,"Mumama Avenue, Beijing",0
1256,Jay-PeterTS,Jay-Peter Sameerah,Male,18944363318,18300180256@fudan.edu.cn,"Lesley Avenue, Los Angeles",0
1257,Willoik,Willo Kacy,None,19117488026,18300180257@fudan.edu.cn,"Antu Avenue, Shanghai",1
1258,Lilly-EzmaizU,Lilly-Ezmai Grigor,Male,19157778915,18300180258@fudan.edu.cn,"Mekhai Lane, Sao Paulo",0
1259,MyrrenUc,Myrren Demii,Female,13726432013,18300180259@fudan.edu.cn,"Kaciee Avenue, Guangzhou",0
1260,Osayandedw,Osayande Adalynn-Olivia,Female,13736721963,18300180260@fudan.edu.cn,"Kaycee Street, Madrid",1
1261,SidhartNC,Sidhart Karem,Male,19153425899,18300180261@fudan.edu.cn,"Nevahm Street, Delhi",1
1262,ErumxH,Erum Erin-Lee,Female,18964158887,18300180262@fudan.edu.cn,"Kyo Road, Madrid",0
1263,MariskaiD,Mariska Azza,Female,18937378342,18300180263@fudan.edu.cn,"Samaiy Road, Seoul",0
1264,YoshaD5,Yosha Lex,Female,19164248834,18300180264@fudan.edu.cn,"Mumama Road, Bangkok",1
1265,Aiesrom71,Aiesrom Vratko,Female,15864140353,18300180265@fudan.edu.cn,"Sarhin Street, Hong Kong",1
1266,KwabenaOf,Kwabena Lemmy,None,15854565061,18300180266@fudan.edu.cn,"Harris Avenue, Hong Kong",0
1267,Hannah-RosalieK2,Hannah-Rosalie Liyanna,Female,18675018233,18300180267@fudan.edu.cn,"Govind Street, Paris",1
1268,VandaadUZ,Vandaad Frederick,Male,18944093107,18300180268@fudan.edu.cn,"Davey Road, Bangkok",0
1269,Maryahz,Marya Umme-Hani,Male,13753431588,18300180269@fudan.edu.cn,"Sarah- Road, Guangzhou",0
1270,Annisqt,Annis Jacx,Male,15848740829,18300180270@fudan.edu.cn,"Hartle Road, Delhi",1
1271,Gracie-JamesPY,Gracie-James Negan,Female,18699466467,18300180271@fudan.edu.cn,"Esosas Avenue, Beijing",0
1272,Alessa-RosehJ,Alessa-Rose Tsvakaishe,Female,13753876027,18300180272@fudan.edu.cn,"Ronett Lane, London",0
1273,AiannaoP,Aianna Halle-Rose,Female,19178386029,18300180273@fudan.edu.cn,"Kelsi- Lane, Delhi",0
1274,DeekovO,Deeko Sumer,Female,18947874353,18300180274@fudan.edu.cn,"Kedd Road, Seoul",1
1275,Marcedesat,Marcedes Berrie,Female,19122046688,18300180275@fudan.edu.cn,"Violet Lane, Buenos Aires",0
1276,MayaraTr,Mayara Dilan,Female,18987366715,18300180276@fudan.edu.cn,"Macey- Avenue, Seoul",1
1277,Leanatz,Leana Myah-Laya,Female,13793024290,18300180277@fudan.edu.cn,"Keyrah Lane, Shanghai",0
1278,Somaya1G,Somaya Tenesha,Male,13716690765,18300180278@fudan.edu.cn,"Sumeyy Street, Hong Kong",0
1279,Jayden-PaulkP,Jayden-Paul Patrycja,Female,18956913046,18300180279@fudan.edu.cn,"Bond Lane, Sao Paulo",1
1280,Daraichn7,Daraich Quynn,Female,19190186062,18300180280@fudan.edu.cn,"Casyn Street, Buenos Aires",1
1281,Umar-Farooqcq,Umar-Farooq Deep,None,13792219471,18300180281@fudan.edu.cn,"Sultan Avenue, Madrid",0
1282,AyleahGj,Ayleah Amabel,Female,13769772772,18300180282@fudan.edu.cn,"Carly- Street, Manila",1
1283,Dia9L,Dia Maximillion,Female,19156769712,18300180283@fudan.edu.cn,"Savann Street, Madrid",0
1284,AkankshaAO,Akanksha Ella-Dawn,Female,15839693259,18300180284@fudan.edu.cn,"Terri- Road, Tokyo",0
1285,Henryki4,Henryk Ji,Female,15827351808,18300180285@fudan.edu.cn,"Anand Lane, Tokyo",0
1286,Aadyng6,Aadyn Amara,Male,13759190270,18300180286@fudan.edu.cn,"Wynsto Street, Delhi",1
1287,Paightonpc,Paighton Nezek,Female,18661613293,18300180287@fudan.edu.cn,"Duya Street, Paris",1
